genotype,environment,yield_1_0,yield_0_8,yield_0_5,yield_0_3
16949,Emerald_Wet,533.7422813,529.417759,558.7914711,567.3594344
16950,Dalby_Dry,201.8166511,203.4403236,190.7322426,240.9015068
16950,Dalby_Wet,530.529439,520.575461,526.0715998,516.5745664
16950,Emerald_Dry,127.0946359,120.8831632,140.62236,122.0007415
16950,Emerald_Wet,540.5323602,540.4049275,545.7314964,534.9750161
16951,Dalby_Dry,180.5561522,174.0606154,200.3245036,199.3356375
16951,Dalby_Wet,522.0582431,524.5981736,510.5864383,531.9196303
16951,Emerald_Dry,107.0917234,98.21279957,103.8534992,106.3721401
16951,Emerald_Wet,553.8146835,550.817919,550.232899,544.1379718
16952,Dalby_Dry,185.540511,175.4624965,195.6459996,166.2752301
16952,Dalby_Wet,532.9543852,535.6475666,536.6182868,540.8735885
16952,Emerald_Dry,108.720492,107.5070343,109.9825585,87.41908943
16952,Emerald_Wet,556.7868545,557.3490105,540.4621198,546.1009872
16953,Dalby_Dry,180.1308247,180.3029687,162.4549617,181.0547005
16953,Dalby_Wet,521.9221813,511.3029126,534.2441723,526.8364585
16953,Emerald_Dry,108.1232725,102.8756797,104.9752847,133.8293824
16953,Emerald_Wet,537.6696541,535.6405641,539.25033,520.0217777
16954,Dalby_Dry,122.2391746,125.3755661,135.2968311,153.734339
16954,Dalby_Wet,480.806464,493.3668983,481.9522766,516.8193077
16954,Emerald_Dry,103.601013,109.3189457,127.4180436,82.51979507
16954,Emerald_Wet,500.154877,489.052097,489.297179,473.1905984
16955,Dalby_Dry,205.3614835,208.4360137,215.5699234,203.5694463
16955,Dalby_Wet,533.2259952,536.4432343,527.9341875,524.9357151
16955,Emerald_Dry,132.5798956,138.6786079,130.8168814,109.8670874
16955,Emerald_Wet,551.3177235,550.0052455,570.0090813,543.0676851
16956,Dalby_Dry,161.419681,168.1300657,190.3786612,149.5155626
16956,Dalby_Wet,516.3380013,514.2574819,513.3121466,520.2662399
16956,Emerald_Dry,101.4406184,95.03508199,113.134472,81.0371568
16956,Emerald_Wet,543.5488925,548.4550221,536.1583668,543.5073553
16957,Dalby_Dry,171.6456314,169.9132939,183.2508146,162.8036664
16957,Dalby_Wet,524.4948098,520.3209926,548.7201286,546.7376406
16957,Emerald_Dry,102.731248,105.3005708,81.10940212,90.46597148
16957,Emerald_Wet,563.3008078,568.0997893,567.1409017,562.0544562
16958,Dalby_Dry,205.735575,195.9618961,201.8676594,218.3255687
16958,Dalby_Wet,543.0074909,540.3022403,543.8319923,558.0831057
16958,Emerald_Dry,125.6204636,124.3091049,128.965824,127.9130892
16958,Emerald_Wet,555.636065,553.9347136,559.580545,537.1796754
16959,Dalby_Dry,224.2458656,220.6216889,217.6504007,225.3131586
16959,Dalby_Wet,535.3071133,536.4021482,536.8538409,513.5137644
16959,Emerald_Dry,151.3921756,155.6767158,139.8639497,141.2148618
16959,Emerald_Wet,530.750461,531.5784703,506.2236733,539.9387587
16960,Dalby_Dry,244.6972416,249.1869896,260.7234561,243.1865331
16960,Dalby_Wet,530.7140451,531.3021999,535.0676769,560.5438422
16960,Emerald_Dry,170.9411587,169.1984365,207.3552365,182.7975322
16960,Emerald_Wet,507.3407448,502.2602468,536.367605,488.96782
16961,Dalby_Dry,154.4160349,148.3826129,170.6743945,181.7399698
16961,Dalby_Wet,507.1247904,509.5905564,520.1044657,509.7601715
16961,Emerald_Dry,101.2903166,103.9336894,105.1522481,108.5242927
16961,Emerald_Wet,530.4882716,529.9715399,531.3905935,542.7315899
16962,Dalby_Dry,205.9933122,208.5733686,174.5318986,225.690771
16962,Dalby_Wet,534.5186342,529.7107227,531.258426,565.7042992
16962,Emerald_Dry,128.2088997,143.0626438,125.3031903,159.191402
16962,Emerald_Wet,556.4934743,554.4744713,567.8227846,541.8549816
16963,Dalby_Dry,154.7757559,149.8029095,151.90307,195.1867032
16963,Dalby_Wet,521.7660658,523.6827992,515.7823023,478.4563545
16963,Emerald_Dry,101.5040713,100.60541,99.63565598,79.49245754
16963,Emerald_Wet,529.2985596,541.877709,525.3448013,519.7538609
16964,Dalby_Dry,185.9839592,187.8518297,178.4266199,185.6719451
16964,Dalby_Wet,529.4353821,521.0634243,537.3151488,555.1504858
16964,Emerald_Dry,115.2407836,116.6658261,108.3082855,144.3162012
16964,Emerald_Wet,544.6922281,542.0914415,551.0086729,536.1275198
16965,Dalby_Dry,155.0556726,153.4398776,149.4754572,156.3203848
16965,Dalby_Wet,505.8521867,498.0714443,494.1697939,472.0934793
16965,Emerald_Dry,102.5977285,106.97228,110.1656817,110.5512682
16965,Emerald_Wet,534.898789,535.586897,535.2868792,528.8115265
16966,Dalby_Dry,182.4569045,183.8032553,189.4742039,187.4423426
16966,Dalby_Wet,515.5915531,516.7644,537.9398992,517.6344849
16966,Emerald_Dry,113.0949099,117.6261812,121.953628,129.5267583
16966,Emerald_Wet,528.1496677,522.4923589,538.6612388,518.800042
16967,Dalby_Dry,156.3923535,156.2845435,140.084215,121.0762332
16967,Dalby_Wet,498.551508,513.1105,515.1221497,499.7232891
16967,Emerald_Dry,103.3719861,100.1650144,119.6272953,106.0121699
16967,Emerald_Wet,525.122194,517.9804687,510.1031645,497.1834239
16968,Dalby_Dry,215.3779236,218.6990066,230.3057691,210.786086
16968,Dalby_Wet,538.1876875,542.2244181,537.0160792,574.2823675
16968,Emerald_Dry,139.4090544,125.3401453,131.02436,149.9743795
16968,Emerald_Wet,549.0570725,541.7225617,546.8920675,542.5430237
16969,Dalby_Dry,161.8997981,160.3325507,128.7047357,150.3228904
16969,Dalby_Wet,529.2945547,533.0531668,523.0869807,568.1239921
16969,Emerald_Dry,102.9326717,114.9034946,119.3942686,102.6067397
16969,Emerald_Wet,544.2573333,533.418451,549.057055,538.8177991
16970,Dalby_Dry,180.6355771,187.0818914,178.6800966,192.1901024
16970,Dalby_Wet,515.417783,496.7114394,520.2210845,525.9174112
16970,Emerald_Dry,113.0749641,119.4813078,117.5935335,140.5475153
16970,Emerald_Wet,528.5470007,527.5128857,538.1778714,525.8360577
16971,Dalby_Dry,154.982254,151.4788914,176.6388447,130.8734523
16971,Dalby_Wet,522.6711126,517.4368646,517.0930539,550.529256
16971,Emerald_Dry,101.4172955,106.432379,102.8445853,97.68290139
16971,Emerald_Wet,532.1211163,528.4607789,543.6162399,509.1241285
16972,Dalby_Dry,179.6477029,173.3018705,176.8496766,164.3314295
16972,Dalby_Wet,532.9466434,529.411577,525.303075,521.7730905
16972,Emerald_Dry,104.6776753,109.0914763,92.40393583,73.88418337
16972,Emerald_Wet,560.6021309,564.5360251,553.9589313,535.9546479
16973,Dalby_Dry,198.8740877,198.1903184,181.0488434,195.005125
16973,Dalby_Wet,527.5204624,511.0016182,507.0964677,550.5245006
16973,Emerald_Dry,118.686578,121.5089011,122.6416865,142.1530296
16973,Emerald_Wet,544.803233,533.457473,535.0483393,556.6711375
16974,Dalby_Dry,221.2162233,217.2264643,215.4593841,247.920921
16974,Dalby_Wet,542.2277455,547.0932665,529.5063042,532.706464
16974,Emerald_Dry,142.5864421,144.6599449,148.5812135,123.1836005
16974,Emerald_Wet,538.6668832,541.4830152,531.3980596,524.92041
16975,Dalby_Dry,182.2978629,179.7384881,196.5223725,168.6864953
16975,Dalby_Wet,520.2089479,532.6475237,536.3720959,517.1289877
16975,Emerald_Dry,110.4772448,112.9706962,100.4271065,107.2611367
16975,Emerald_Wet,535.9727026,524.2922499,529.8444599,524.3322596
16976,Dalby_Dry,180.3457973,176.3452737,166.9087206,156.6363185
16976,Dalby_Wet,521.4732483,523.7849328,520.7615827,514.0482255
16976,Emerald_Dry,108.9930635,111.1503695,101.6627734,101.1176273
16976,Emerald_Wet,549.3546345,546.5461353,560.7214247,559.7941969
16977,Dalby_Dry,215.0494386,204.1614468,220.6375723,219.4146371
16977,Dalby_Wet,527.1997607,527.8054972,510.5877387,522.5595616
16977,Emerald_Dry,140.6601636,139.1166797,140.3569243,138.8977028
16977,Emerald_Wet,536.7434078,521.3606477,532.2309424,534.8398732
16978,Dalby_Dry,197.9320885,203.6510995,193.4610308,208.331945
16978,Dalby_Wet,532.295236,525.2680261,543.2146709,535.9130338
16978,Emerald_Dry,116.4067051,104.1718267,97.65856203,84.54901825
16978,Emerald_Wet,562.5399486,564.6272414,543.1426803,570.2987387
16979,Dalby_Dry,185.2637827,188.2664923,207.2857548,181.4368657
16979,Dalby_Wet,531.8004462,529.8774515,539.1584089,509.3566405
16979,Emerald_Dry,110.3925635,120.1652737,109.122329,93.77358686
16979,Emerald_Wet,549.3980862,535.6827955,540.7606951,559.7702195
16980,Dalby_Dry,171.5357058,167.7964239,195.3238625,200.1110562
16980,Dalby_Wet,524.3686642,526.4314567,537.8017788,520.042992
16980,Emerald_Dry,107.4285596,105.1835003,127.6915932,125.9636487
16980,Emerald_Wet,537.8376697,545.2578561,539.924422,551.8467758
16981,Dalby_Dry,156.7095138,151.9514126,161.320046,139.7943134
16981,Dalby_Wet,501.5638405,508.0131524,499.9284582,514.6718358
16981,Emerald_Dry,104.9088949,104.6947843,115.1534034,137.1053255
16981,Emerald_Wet,528.6895478,517.5786136,526.7084612,514.5049658
16982,Dalby_Dry,179.5074681,184.477765,183.0606817,202.4828414
16982,Dalby_Wet,533.2712983,542.3596225,528.7453852,537.1301475
16982,Emerald_Dry,104.1224869,104.0808353,104.4052625,130.6714494
16982,Emerald_Wet,564.1038078,566.4319049,573.8927512,546.3882006
16983,Dalby_Dry,160.7882197,166.8046671,149.9827375,154.0156585
16983,Dalby_Wet,520.2491704,523.8731583,520.2521113,501.4880004
16983,Emerald_Dry,103.0200604,103.7198055,108.8929246,93.46285467
16983,Emerald_Wet,542.1273376,547.9077237,547.3610381,557.6214124
16984,Dalby_Dry,198.0260712,202.8709739,185.7693918,191.3428667
16984,Dalby_Wet,537.2822891,542.9107227,541.1866234,555.9601644
16984,Emerald_Dry,116.3363669,119.5786252,132.5446601,111.4795285
16984,Emerald_Wet,558.5354537,558.7646312,543.600107,526.4396369
16985,Dalby_Dry,171.2757583,174.4939639,175.7121396,187.149982
16985,Dalby_Wet,525.397548,523.319334,557.6337961,489.7186455
16985,Emerald_Dry,103.0221245,115.008435,106.4100698,96.74875111
16985,Emerald_Wet,542.8340227,537.5492035,552.589504,527.258142
16986,Dalby_Dry,245.6181134,251.1671658,222.0818735,238.7275124
16986,Dalby_Wet,511.3820752,509.8056719,523.8263685,541.0401545
16986,Emerald_Dry,185.090595,179.0118335,173.9047364,191.614698
16986,Emerald_Wet,502.3592729,511.5112797,474.4855834,520.6832578
16987,Dalby_Dry,198.0428633,196.5263692,198.1450526,214.160027
16987,Dalby_Wet,535.2516381,529.157673,564.6112658,526.9357005
16987,Emerald_Dry,115.2378924,124.6704655,127.4010981,141.6428212
16987,Emerald_Wet,567.9286565,570.859147,560.8392262,567.1758123
16988,Dalby_Dry,166.2707195,156.7056052,168.794197,179.4811942
16988,Dalby_Wet,528.9632796,529.1095645,517.1192431,540.0337121
16988,Emerald_Dry,105.3615227,99.40746932,103.6433105,21.19311728
16988,Emerald_Wet,541.2309988,544.8207637,549.4560057,549.4361182
16989,Dalby_Dry,224.588038,226.9900409,206.869973,195.7552085
16989,Dalby_Wet,531.8612992,534.0138834,543.01972,497.0996478
16989,Emerald_Dry,153.9109189,160.059767,164.8465981,158.6502824
16989,Emerald_Wet,532.8657844,526.0525386,530.0997821,512.2818889
16990,Dalby_Dry,206.2064475,201.1215772,209.0975444,193.2162229
16990,Dalby_Wet,534.3572163,547.8280921,547.4125974,541.5474709
16990,Emerald_Dry,128.8638611,131.4539785,142.1479901,155.4797331
16990,Emerald_Wet,551.6489732,542.6749802,544.3537028,550.1332931
16991,Dalby_Dry,199.4023199,190.7720868,203.9163179,145.2662422
16991,Dalby_Wet,533.2039224,540.8312767,540.595057,511.2170098
16991,Emerald_Dry,127.4130322,125.9524942,140.1072637,125.9959372
16991,Emerald_Wet,552.6200197,549.2305405,559.6509593,602.4520163
16992,Dalby_Dry,132.2384701,129.850769,115.9229321,103.8463008
16992,Dalby_Wet,498.5470552,499.3112529,492.4284811,538.59678
16992,Emerald_Dry,105.6645924,115.0056775,120.0591801,105.2090572
16992,Emerald_Wet,521.2834237,504.1055445,536.941735,564.5146439
16993,Dalby_Dry,161.9189412,163.8513071,152.7406786,148.7959064
16993,Dalby_Wet,533.4001926,529.4182989,531.4677844,545.5193485
16993,Emerald_Dry,103.429518,101.7769114,102.7063814,88.86533808
16993,Emerald_Wet,548.4479692,549.6564382,539.2696244,556.6204584
16994,Dalby_Dry,170.4603572,168.5991502,185.2624423,137.6555724
16994,Dalby_Wet,524.4946644,519.4964415,534.2534294,510.1772385
16994,Emerald_Dry,102.5236756,99.23698804,104.6877153,128.3401463
16994,Emerald_Wet,538.4983418,525.5925095,531.9829928,515.8757788
16995,Dalby_Dry,200.5845961,194.8974815,217.7140411,200.3280456
16995,Dalby_Wet,522.6902025,528.9182524,505.1995629,509.187155
16995,Emerald_Dry,131.1395017,120.5779289,120.2598463,132.1904399
16995,Emerald_Wet,537.3822156,537.0380241,552.1709462,522.9349768
16996,Dalby_Dry,180.6821847,194.8345404,172.1450078,169.1510908
16996,Dalby_Wet,528.7069145,528.5981388,541.0311121,548.7276644
16996,Emerald_Dry,109.2093757,101.3985568,109.389004,64.00688015
16996,Emerald_Wet,537.4584908,530.3501481,532.2718126,547.661238
16997,Dalby_Dry,170.8429941,154.9372442,184.9739901,157.8410323
16997,Dalby_Wet,527.7726601,537.9559813,526.3235103,495.8529341
16997,Emerald_Dry,104.4503157,99.15368244,103.7310191,80.40085029
16997,Emerald_Wet,543.7863104,544.6185441,547.0055112,545.3434321
16998,Dalby_Dry,133.7185074,136.9708653,136.7497767,113.3042828
16998,Dalby_Wet,486.0579679,487.8070871,478.8615539,505.9334365
16998,Emerald_Dry,104.7900235,106.5284572,109.8259868,77.55978894
16998,Emerald_Wet,494.7734909,489.4406956,496.318586,515.8839857
16999,Dalby_Dry,162.7295856,165.7339915,168.7983327,178.8918015
16999,Dalby_Wet,520.7056385,519.6287695,513.2126836,485.5586747
16999,Emerald_Dry,108.5852631,98.17832431,125.0259555,169.8213797
16999,Emerald_Wet,519.7419561,514.7112788,525.5303124,541.5154178
17000,Dalby_Dry,268.7689712,258.5101094,275.3361161,275.9529075
17000,Dalby_Wet,490.2026998,495.2628905,482.3873901,493.1957023
17000,Emerald_Dry,210.8616042,220.9571133,211.273386,203.7986002
17000,Emerald_Wet,460.5368271,459.8454543,478.8579536,461.7890651
17001,Dalby_Dry,213.09615,214.9613475,220.1727167,251.0633001
17001,Dalby_Wet,532.9740127,523.8296447,550.7568565,546.4198472
17001,Emerald_Dry,142.0519212,151.2869834,138.3192082,142.5010213
17001,Emerald_Wet,544.9653393,538.6241829,533.4555118,543.3660289
17002,Dalby_Dry,199.5567688,200.1135376,177.6669457,196.1284165
17002,Dalby_Wet,537.2407051,539.2499728,535.3729719,569.951786
17002,Emerald_Dry,117.5331129,119.9658333,118.5327698,132.6653464
17002,Emerald_Wet,559.1798005,550.7846015,562.1442404,592.6462958
17003,Dalby_Dry,129.1171653,132.7685942,112.972903,152.1178706
17003,Dalby_Wet,485.4129505,478.3939117,501.7497067,475.9934773
17003,Emerald_Dry,103.0214059,106.8675891,114.3296814,92.26421628
17003,Emerald_Wet,498.551018,507.4282985,502.3587859,502.7313274
17004,Dalby_Dry,179.9029538,192.9416362,179.2150902,186.9089972
17004,Dalby_Wet,533.6540975,530.9136139,541.1199716,516.2732667
17004,Emerald_Dry,103.802838,97.60634853,107.564257,143.6316907
17004,Emerald_Wet,561.7915073,551.7416885,556.2580975,565.5388917
17005,Dalby_Dry,179.220024,181.4300622,181.1981116,170.7373569
17005,Dalby_Wet,525.5760638,530.9885296,535.4242963,526.1589792
17005,Emerald_Dry,105.1388118,95.47823352,118.1529064,81.74385587
17005,Emerald_Wet,542.0393082,543.6942019,563.3046495,562.9796137
17006,Dalby_Dry,215.6419777,223.5269362,220.7347268,199.2395103
17006,Dalby_Wet,539.2089639,534.8912412,527.1851663,565.1893776
17006,Emerald_Dry,143.9538518,128.8082616,141.2297006,151.7752091
17006,Emerald_Wet,550.4728234,544.1004071,567.0434574,539.7532677
17007,Dalby_Dry,223.9496667,225.1876986,233.1551693,231.9783894
17007,Dalby_Wet,540.6777013,537.0852767,565.7975515,514.4208406
17007,Emerald_Dry,141.7252374,141.560015,171.4867669,146.7863862
17007,Emerald_Wet,545.4725887,542.1209787,534.4181288,531.9287203
17008,Dalby_Dry,193.1418449,189.5190917,179.592742,194.7560531
17008,Dalby_Wet,531.2543746,529.5777405,523.3377288,502.3820926
17008,Emerald_Dry,117.9359351,116.0630245,111.7349946,82.28255723
17008,Emerald_Wet,542.9118818,540.2935841,535.3881517,522.1033468
17009,Dalby_Dry,227.9485075,228.4029222,216.352173,226.2717252
17009,Dalby_Wet,533.5096862,525.7983381,543.0527542,507.0611424
17009,Emerald_Dry,155.1558693,156.5863901,157.1057779,152.7496946
17009,Emerald_Wet,526.6138614,512.4752975,524.8866492,471.5957353
17010,Dalby_Dry,181.7055511,180.1532703,178.2975358,178.8740059
17010,Dalby_Wet,518.251176,520.7536566,530.8644883,501.9247235
17010,Emerald_Dry,112.9663167,109.6843036,119.5497941,86.06715092
17010,Emerald_Wet,549.4522627,557.4409085,537.2593756,533.1274172
17011,Dalby_Dry,215.0531691,212.2958546,219.7136863,199.666058
17011,Dalby_Wet,530.993663,527.6725289,534.3259893,564.22582
17011,Emerald_Dry,145.1382375,149.2729761,156.0501413,135.7140377
17011,Emerald_Wet,530.8521822,537.9351903,519.8578652,555.3434247
17012,Dalby_Dry,180.9082419,189.5131277,182.7966702,183.4954447
17012,Dalby_Wet,532.9078948,526.1111491,540.9615513,528.3512049
17012,Emerald_Dry,106.4727379,90.5283806,111.1451335,75.30617178
17012,Emerald_Wet,560.7661009,550.5078041,549.0401438,545.4676539
17013,Dalby_Dry,198.7491537,200.3784563,205.3295256,206.1971135
17013,Dalby_Wet,537.7130923,537.6368286,559.1336117,552.6522904
17013,Emerald_Dry,114.6518713,116.1246634,133.7915866,112.4513599
17013,Emerald_Wet,565.4173988,558.319977,579.6910601,565.7608459
17014,Dalby_Dry,185.2623427,173.8654714,160.5256698,198.5584277
17014,Dalby_Wet,532.9712787,529.2051575,526.2461035,552.3803429
17014,Emerald_Dry,108.6206801,100.8923701,119.8667869,116.0468366
17014,Emerald_Wet,557.0880512,562.4675158,551.6425122,553.0216972
17015,Dalby_Dry,197.8872021,194.2821582,171.8468129,195.143111
17015,Dalby_Wet,536.8760261,538.0050584,538.4421366,528.078659
17015,Emerald_Dry,117.3476995,120.3039718,116.2490876,121.1006706
17015,Emerald_Wet,561.2699897,560.975228,555.6679541,612.137601
17016,Dalby_Dry,224.7701339,228.2056378,220.9947265,209.1507177
17016,Dalby_Wet,538.3082538,540.6677338,521.3908698,518.3491548
17016,Emerald_Dry,149.2131864,147.1214203,146.3111331,134.1084782
17016,Emerald_Wet,540.9984807,537.5997262,539.8997652,518.0637541
17017,Dalby_Dry,126.799591,132.0115065,100.7388786,124.3467635
17017,Dalby_Wet,502.2948413,503.0564307,496.0077867,490.7435639
17017,Emerald_Dry,103.6134343,97.34520576,103.8902854,132.4473086
17017,Emerald_Wet,507.3607118,497.7509295,512.3933799,507.0583714
17018,Dalby_Dry,180.6147063,180.2328052,176.6088671,187.6007527
17018,Dalby_Wet,518.1379653,514.2809958,523.6679204,531.8200953
17018,Emerald_Dry,109.9905896,123.6596039,111.3889976,118.7801148
17018,Emerald_Wet,536.7441034,535.5271131,523.3741168,528.8808363
17019,Dalby_Dry,191.6071304,194.2140031,187.3033153,219.1171885
17019,Dalby_Wet,521.7852869,524.2751629,523.8447705,538.9661066
17019,Emerald_Dry,113.7148415,121.6632788,101.2933539,125.9959353
17019,Emerald_Wet,564.8464702,572.972864,563.8623313,531.5910777
17020,Dalby_Dry,191.8561243,196.5356581,194.6364126,201.088718
17020,Dalby_Wet,526.1052091,521.6164933,512.1319858,486.8303312
17020,Emerald_Dry,109.2684926,108.7887451,100.6938703,126.3753158
17020,Emerald_Wet,568.9929421,566.8876511,560.1307388,550.2129858
17021,Dalby_Dry,227.5071784,226.2448499,257.1568065,222.1770034
17021,Dalby_Wet,528.213563,530.2376932,524.9520311,545.4706991
17021,Emerald_Dry,156.7125056,154.7852995,143.2715022,144.8835687
17021,Emerald_Wet,527.1449832,533.646829,526.8055837,554.0236368
17022,Dalby_Dry,185.5021338,173.2867193,159.7922008,202.5827254
17022,Dalby_Wet,533.1736844,534.4513185,519.1495561,544.7311723
17022,Emerald_Dry,108.4571878,103.8259973,113.0949716,149.1295348
17022,Emerald_Wet,552.3597837,545.4059023,544.4517153,567.6135335
17023,Dalby_Dry,191.5630451,192.0943509,196.7748155,185.7096728
17023,Dalby_Wet,538.3238191,535.7558149,539.4316611,524.9296852
17023,Emerald_Dry,116.7981998,112.7755712,106.9178866,113.2911349
17023,Emerald_Wet,565.3845229,561.9130138,587.2130675,570.9151762
17024,Dalby_Dry,253.821325,257.2793862,231.9262266,245.4257764
17024,Dalby_Wet,529.5189924,529.0048388,515.0472952,535.0670629
17024,Emerald_Dry,195.0551325,187.6915009,172.5756514,202.5140274
17024,Emerald_Wet,496.5403888,493.7656556,496.9787477,479.4873199
17025,Dalby_Dry,181.1726349,176.640666,161.7219813,188.3367185
17025,Dalby_Wet,533.057798,527.6103691,540.8545765,535.4618579
17025,Emerald_Dry,106.6096956,111.2740183,87.46843891,129.8364885
17025,Emerald_Wet,559.8936025,565.1325533,557.1138343,556.9632856
17026,Dalby_Dry,154.827837,151.311986,136.2211054,115.8267245
17026,Dalby_Wet,503.4277816,512.2362483,485.95234,541.2861149
17026,Emerald_Dry,101.3544481,103.5798591,104.454417,102.6429461
17026,Emerald_Wet,530.9339784,527.5416358,548.8574478,517.9163785
17027,Dalby_Dry,161.9554545,170.2586235,163.7088837,190.7834966
17027,Dalby_Wet,521.365396,530.7942167,521.1048834,528.1990249
17027,Emerald_Dry,104.7918652,112.9135327,110.6085799,86.04660757
17027,Emerald_Wet,527.221739,536.4932855,523.1591968,546.8824245
17028,Dalby_Dry,212.5893328,201.6190132,221.8106758,191.0876958
17028,Dalby_Wet,539.4880388,539.3125893,545.1736748,525.0423148
17028,Emerald_Dry,138.2496928,135.1312971,118.7933805,140.6799305
17028,Emerald_Wet,540.4166166,535.238874,559.7318076,584.61409
17029,Dalby_Dry,191.0879001,198.2887256,189.710338,180.7926642
17029,Dalby_Wet,529.2500835,525.5636245,552.6906246,549.0273131
17029,Emerald_Dry,110.2838775,116.0304107,115.0487363,106.4657313
17029,Emerald_Wet,566.4840501,555.3212243,560.3683936,584.760937
17030,Dalby_Dry,215.5926328,218.7694899,210.0143782,243.2813643
17030,Dalby_Wet,536.2237189,543.838876,541.4589153,526.6977849
17030,Emerald_Dry,140.3753809,140.823547,150.6605364,143.6837776
17030,Emerald_Wet,545.106888,538.1331185,540.9613707,529.5054196
17031,Dalby_Dry,198.8158624,195.6233442,225.4494295,191.7277592
17031,Dalby_Wet,536.3445026,527.4240037,511.152372,543.2723521
17031,Emerald_Dry,118.1061674,113.5410258,117.1571577,122.6467297
17031,Emerald_Wet,557.5535012,557.2386259,541.947975,546.9994497
17032,Dalby_Dry,224.3395103,218.4457219,210.9385853,234.2590598
17032,Dalby_Wet,535.394773,533.5615927,528.1992521,573.3180173
17032,Emerald_Dry,145.1833129,133.4804157,148.4721535,142.5459936
17032,Emerald_Wet,538.0892012,538.0726806,568.4194916,553.8084427
17033,Dalby_Dry,165.8271695,177.2228674,169.1922981,140.0791575
17033,Dalby_Wet,525.597432,522.0097881,540.4751513,533.5905652
17033,Emerald_Dry,100.2308133,110.5283306,97.08671921,116.3441365
17033,Emerald_Wet,565.7847924,568.8983499,567.1529958,548.3465199
17034,Dalby_Dry,214.6256992,224.0963677,198.388503,209.674745
17034,Dalby_Wet,539.2951373,531.1125472,539.0074464,544.531744
17034,Emerald_Dry,144.6431127,147.1292356,153.8773027,127.8958419
17034,Emerald_Wet,540.9865186,549.2491548,534.8441227,519.6359885
17035,Dalby_Dry,212.9541595,210.5014093,219.2389538,242.9244741
17035,Dalby_Wet,541.6206172,543.3111473,548.3250646,517.3268549
17035,Emerald_Dry,136.5037067,143.4263814,133.2606578,126.9121563
17035,Emerald_Wet,554.9668386,544.0068303,551.0489909,548.7232994
17036,Dalby_Dry,182.3699598,166.9698921,187.7922588,197.9178412
17036,Dalby_Wet,515.4053365,522.0340509,519.2406388,505.5981826
17036,Emerald_Dry,119.1384946,118.5273838,127.7462651,125.6635049
17036,Emerald_Wet,525.4462927,516.3008469,523.7881069,555.3355729
17037,Dalby_Dry,191.3375527,186.3805532,189.6065891,217.2863899
17037,Dalby_Wet,525.4099152,521.2279038,519.1260467,487.1418777
17037,Emerald_Dry,109.1099656,126.2157842,114.9373043,85.22031784
17037,Emerald_Wet,567.1035453,558.6402627,555.6488907,564.2992363
17038,Dalby_Dry,199.4914099,203.4684025,213.7924415,143.9103018
17038,Dalby_Wet,523.0512144,527.1381078,544.0934772,524.4238603
17038,Emerald_Dry,124.6906355,110.4246097,130.7815482,133.2621142
17038,Emerald_Wet,534.2886562,539.2306766,524.7112896,523.4593107
17039,Dalby_Dry,181.091819,176.518924,187.7912442,178.6720747
17039,Dalby_Wet,521.2239994,519.5858915,499.143802,525.28781
17039,Emerald_Dry,109.0984718,108.0360909,109.7087386,83.46703727
17039,Emerald_Wet,551.3304539,543.3242521,540.827055,541.5178789
17040,Dalby_Dry,245.3847895,246.4016583,233.2524095,238.0578978
17040,Dalby_Wet,538.1806509,536.873764,531.6133067,518.935782
17040,Emerald_Dry,176.2416564,183.4409646,162.5574383,170.2316692
17040,Emerald_Wet,515.2807528,516.0211087,510.7747454,509.1355317
17041,Dalby_Dry,166.7025387,166.891306,168.2001241,191.858501
17041,Dalby_Wet,527.92845,539.3432066,522.0979005,550.2517503
17041,Emerald_Dry,106.2221938,107.1359889,79.37769852,72.29649729
17041,Emerald_Wet,538.2592043,542.358358,527.0782916,497.747034
17042,Dalby_Dry,213.0825951,215.5963182,211.254719,247.0987603
17042,Dalby_Wet,544.4464913,539.5993831,537.8626342,522.5813828
17042,Emerald_Dry,139.9408706,152.067356,157.6219183,136.9355758
17042,Emerald_Wet,543.5471563,548.443203,544.8619938,560.1455268
17043,Dalby_Dry,179.4307822,179.1466556,172.9910867,162.3760216
17043,Dalby_Wet,524.3862648,533.8537708,538.0428088,517.6410248
17043,Emerald_Dry,105.6086566,105.1949655,98.22367533,107.5937126
17043,Emerald_Wet,534.6798925,534.0123309,521.7219277,537.6563026
17044,Dalby_Dry,143.3360234,139.9029707,118.9440927,138.9693241
17044,Dalby_Wet,506.7101245,500.6406545,507.717341,506.8254465
17044,Emerald_Dry,99.70232815,98.25817945,102.7586042,87.79191184
17044,Emerald_Wet,516.8349887,506.9992573,520.8263454,500.851533
17045,Dalby_Dry,184.4469384,184.6413404,203.9105406,199.8696627
17045,Dalby_Wet,529.3158797,536.3088912,527.1794171,518.445409
17045,Emerald_Dry,106.6709249,105.2561393,104.8841166,118.1298208
17045,Emerald_Wet,568.9214954,577.8988816,566.670084,550.5148189
17046,Dalby_Dry,191.7065781,203.3265933,184.6959445,190.633052
17046,Dalby_Wet,530.2155249,523.2030098,523.1632277,554.368283
17046,Emerald_Dry,111.080371,112.5726525,109.4251163,126.7793765
17046,Emerald_Wet,552.0646463,557.3284039,531.6956973,573.8742906
17047,Dalby_Dry,223.9775285,226.6387976,207.6001591,234.0311094
17047,Dalby_Wet,540.5506821,542.9695926,550.0448278,523.1864695
17047,Emerald_Dry,142.3183288,146.9706955,143.3524932,154.6915529
